dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 256
codebook_dim: 8
project_dim: 16
pq: 1
L: 4
chunks: 4
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: mmd_vq
use_multiscale: False
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/VQ-Transplant/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-mmd_vq_transplant_False_ImageNet_model_256_8_4_1_loss_1.0_0.2_1.0_0.4.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/
data_pre: ImageNet
model_pre: model_256_8_4_1
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: mmd_vq_refinement_False
saver_name_pre: mmd_vq_refinement_False_ImageNet_model_256_8_4_1_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/VQ-Transplant/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss 0.1838, rec_loss 0.0210, lpips_loss 0.1773, g_loss -0.0068, disc_weight 0.4000, disc_adaptive_weight 3.7221, d_loss 2.3982, logits_real 0.0509, logits_fake 0.0029,
Train Epoch: [2/5] Iters:[15800/20018] gen_loss 0.2087, rec_loss 0.0259, lpips_loss 0.1759, g_loss 0.0012, disc_weight 0.4000, disc_adaptive_weight 5.2373, d_loss 0.4003, logits_real -0.0011, logits_fake -0.0011,
Train Epoch: [2/5] Iters:[15810/20018] gen_loss 0.2079, rec_loss 0.0258, lpips_loss 0.1761, g_loss 0.0011, disc_weight 0.4000, disc_adaptive_weight 5.0688, d_loss 0.4003, logits_real -0.0012, logits_fake -0.0010,
Train Epoch: [2/5] Iters:[15820/20018] gen_loss 0.2089, rec_loss 0.0258, lpips_loss 0.1761, g_loss 0.0013, disc_weight 0.4000, disc_adaptive_weight 5.0532, d_loss 0.4003, logits_real -0.0014, logits_fake -0.0012,
Train Epoch: [2/5] Iters:[15830/20018] gen_loss 0.2121, rec_loss 0.0262, lpips_loss 0.1766, g_loss 0.0017, disc_weight 0.4000, disc_adaptive_weight 4.9482, d_loss 0.4004, logits_real -0.0022, logits_fake -0.0017,
Train Epoch: [2/5] Iters:[15840/20018] gen_loss 0.2150, rec_loss 0.0262, lpips_loss 0.1762, g_loss 0.0026, disc_weight 0.4000, disc_adaptive_weight 4.8094, d_loss 0.4004, logits_real -0.0031, logits_fake -0.0026,
Train Epoch: [2/5] Iters:[15850/20018] gen_loss 0.2181, rec_loss 0.0258, lpips_loss 0.1750, g_loss 0.0034, disc_weight 0.4000, disc_adaptive_weight 4.9108, d_loss 0.4004, logits_real -0.0042, logits_fake -0.0035,
Train Epoch: [2/5] Iters:[15860/20018] gen_loss 0.2217, rec_loss 0.0259, lpips_loss 0.1745, g_loss 0.0040, disc_weight 0.4000, disc_adaptive_weight 5.1608, d_loss 0.4003, logits_real -0.0044, logits_fake -0.0040,
Train Epoch: [2/5] Iters:[15870/20018] gen_loss 0.2212, rec_loss 0.0263, lpips_loss 0.1739, g_loss 0.0040, disc_weight 0.4000, disc_adaptive_weight 5.0442, d_loss 0.4004, logits_real -0.0044, logits_fake -0.0039,
Train Epoch: [2/5] Iters:[15880/20018] gen_loss 0.2221, rec_loss 0.0262, lpips_loss 0.1745, g_loss 0.0040, disc_weight 0.4000, disc_adaptive_weight 5.2248, d_loss 0.4004, logits_real -0.0041, logits_fake -0.0037,
Train Epoch: [2/5] Iters:[15890/20018] gen_loss 0.2208, rec_loss 0.0261, lpips_loss 0.1740, g_loss 0.0037, disc_weight 0.4000, disc_adaptive_weight 5.3448, d_loss 0.4004, logits_real -0.0037, logits_fake -0.0033,
Train Epoch: [2/5] Iters:[15900/20018] gen_loss 0.2208, rec_loss 0.0270, lpips_loss 0.1749, g_loss 0.0034, disc_weight 0.4000, disc_adaptive_weight 5.3908, d_loss 0.4003, logits_real -0.0033, logits_fake -0.0030,
Train Epoch: [2/5] Iters:[15910/20018] gen_loss 0.2207, rec_loss 0.0278, lpips_loss 0.1757, g_loss 0.0032, disc_weight 0.4000, disc_adaptive_weight 5.1505, d_loss 0.4004, logits_real -0.0033, logits_fake -0.0028,
Train Epoch: [2/5] Iters:[15920/20018] gen_loss 0.2203, rec_loss 0.0275, lpips_loss 0.1757, g_loss 0.0033, disc_weight 0.4000, disc_adaptive_weight 5.1217, d_loss 0.4004, logits_real -0.0034, logits_fake -0.0029,
Train Epoch: [2/5] Iters:[15930/20018] gen_loss 0.2185, rec_loss 0.0278, lpips_loss 0.1750, g_loss 0.0031, disc_weight 0.4000, disc_adaptive_weight 4.9381, d_loss 0.4004, logits_real -0.0034, logits_fake -0.0029,
Train Epoch: [2/5] Iters:[15940/20018] gen_loss 0.2171, rec_loss 0.0274, lpips_loss 0.1749, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 4.9020, d_loss 0.4003, logits_real -0.0032, logits_fake -0.0028,
Train Epoch: [2/5] Iters:[15950/20018] gen_loss 0.2141, rec_loss 0.0267, lpips_loss 0.1745, g_loss 0.0026, disc_weight 0.4000, disc_adaptive_weight 4.7855, d_loss 0.4003, logits_real -0.0030, logits_fake -0.0026,
Train Epoch: [2/5] Iters:[15960/20018] gen_loss 0.2125, rec_loss 0.0264, lpips_loss 0.1753, g_loss 0.0023, disc_weight 0.4000, disc_adaptive_weight 4.7434, d_loss 0.4003, logits_real -0.0029, logits_fake -0.0023,
Train Epoch: [2/5] Iters:[15970/20018] gen_loss 0.2125, rec_loss 0.0265, lpips_loss 0.1765, g_loss 0.0019, disc_weight 0.4000, disc_adaptive_weight 4.7989, d_loss 0.4003, logits_real -0.0024, logits_fake -0.0020,
Train Epoch: [2/5] Iters:[15980/20018] gen_loss 0.2116, rec_loss 0.0260, lpips_loss 0.1764, g_loss 0.0019, disc_weight 0.4000, disc_adaptive_weight 4.8640, d_loss 0.4003, logits_real -0.0023, logits_fake -0.0019,
Train Epoch: [2/5] Iters:[15990/20018] gen_loss 0.2105, rec_loss 0.0259, lpips_loss 0.1752, g_loss 0.0019, disc_weight 0.4000, disc_adaptive_weight 4.8345, d_loss 0.4003, logits_real -0.0023, logits_fake -0.0020,
Train Epoch: [2/5] Iters:[16000/20018] gen_loss 0.2099, rec_loss 0.0262, lpips_loss 0.1747, g_loss 0.0019, disc_weight 0.4000, disc_adaptive_weight 4.6473, d_loss 0.4003, logits_real -0.0022, logits_fake -0.0018,
Train Epoch: [2/5] Iters:[16010/20018] gen_loss 0.2089, rec_loss 0.0258, lpips_loss 0.1735, g_loss 0.0020, disc_weight 0.4000, disc_adaptive_weight 4.7419, d_loss 0.4003, logits_real -0.0023, logits_fake -0.0020,
Train Epoch: [2/5] Iters:[16020/20018] gen_loss 0.2085, rec_loss 0.0260, lpips_loss 0.1721, g_loss 0.0022, disc_weight 0.4000, disc_adaptive_weight 4.7604, d_loss 0.4003, logits_real -0.0026, logits_fake -0.0022,
Train Epoch: [2/5] Iters:[16030/20018] gen_loss 0.2110, rec_loss 0.0267, lpips_loss 0.1725, g_loss 0.0025, disc_weight 0.4000, disc_adaptive_weight 4.7377, d_loss 0.4003, logits_real -0.0027, logits_fake -0.0025,
Train Epoch: [2/5] Iters:[16040/20018] gen_loss 0.2137, rec_loss 0.0268, lpips_loss 0.1737, g_loss 0.0027, disc_weight 0.4000, disc_adaptive_weight 4.7977, d_loss 0.4003, logits_real -0.0031, logits_fake -0.0028,
Train Epoch: [2/5] Iters:[16050/20018] gen_loss 0.2160, rec_loss 0.0271, lpips_loss 0.1741, g_loss 0.0030, disc_weight 0.4000, disc_adaptive_weight 4.9034, d_loss 0.4003, logits_real -0.0035, logits_fake -0.0031,
Train Epoch: [2/5] Iters:[16060/20018] gen_loss 0.2181, rec_loss 0.0274, lpips_loss 0.1752, g_loss 0.0032, disc_weight 0.4000, disc_adaptive_weight 4.8100, d_loss 0.4003, logits_real -0.0036, logits_fake -0.0032,
Train Epoch: [2/5] Iters:[16070/20018] gen_loss 0.2188, rec_loss 0.0270, lpips_loss 0.1755, g_loss 0.0034, disc_weight 0.4000, disc_adaptive_weight 4.7804, d_loss 0.4003, logits_real -0.0035, logits_fake -0.0034,
Train Epoch: [2/5] Iters:[16080/20018] gen_loss 0.2175, rec_loss 0.0266, lpips_loss 0.1748, g_loss 0.0033, disc_weight 0.4000, disc_adaptive_weight 4.7518, d_loss 0.4003, logits_real -0.0036, logits_fake -0.0033,
Train Epoch: [2/5] Iters:[16090/20018] gen_loss 0.2178, rec_loss 0.0267, lpips_loss 0.1749, g_loss 0.0034, disc_weight 0.4000, disc_adaptive_weight 4.7238, d_loss 0.4004, logits_real -0.0036, logits_fake -0.0031,
Train Epoch: [2/5] Iters:[16100/20018] gen_loss 0.2165, rec_loss 0.0261, lpips_loss 0.1741, g_loss 0.0035, disc_weight 0.4000, disc_adaptive_weight 4.5952, d_loss 0.4003, logits_real -0.0037, logits_fake -0.0034,
Train Epoch: [2/5] Iters:[16110/20018] gen_loss 0.2181, rec_loss 0.0261, lpips_loss 0.1742, g_loss 0.0037, disc_weight 0.4000, disc_adaptive_weight 4.6616, d_loss 0.4003, logits_real -0.0040, logits_fake -0.0036,
Train Epoch: [2/5] Iters:[16120/20018] gen_loss 0.2184, rec_loss 0.0262, lpips_loss 0.1744, g_loss 0.0038, disc_weight 0.4000, disc_adaptive_weight 4.5324, d_loss 0.4003, logits_real -0.0043, logits_fake -0.0038,
Train Epoch: [2/5] Iters:[16130/20018] gen_loss 0.2184, rec_loss 0.0261, lpips_loss 0.1748, g_loss 0.0039, disc_weight 0.4000, disc_adaptive_weight 4.4484, d_loss 0.4003, logits_real -0.0042, logits_fake -0.0038,
Train Epoch: [2/5] Iters:[16140/20018] gen_loss 0.2163, rec_loss 0.0262, lpips_loss 0.1747, g_loss 0.0034, disc_weight 0.4000, disc_adaptive_weight 4.5347, d_loss 0.4003, logits_real -0.0037, logits_fake -0.0035,
Train Epoch: [2/5] Iters:[16150/20018] gen_loss 0.2177, rec_loss 0.0269, lpips_loss 0.1772, g_loss 0.0028, disc_weight 0.4000, disc_adaptive_weight 4.8878, d_loss 0.4003, logits_real -0.0031, logits_fake -0.0029,
Train Epoch: [2/5] Iters:[16160/20018] gen_loss 0.2147, rec_loss 0.0270, lpips_loss 0.1772, g_loss 0.0023, disc_weight 0.4000, disc_adaptive_weight 4.9261, d_loss 0.4003, logits_real -0.0025, logits_fake -0.0022,
Train Epoch: [2/5] Iters:[16170/20018] gen_loss 0.2127, rec_loss 0.0267, lpips_loss 0.1768, g_loss 0.0019, disc_weight 0.4000, disc_adaptive_weight 5.0516, d_loss 0.4003, logits_real -0.0021, logits_fake -0.0017,
Train Epoch: [2/5] Iters:[16180/20018] gen_loss 0.2138, rec_loss 0.0269, lpips_loss 0.1772, g_loss 0.0018, disc_weight 0.4000, disc_adaptive_weight 5.2945, d_loss 0.4003, logits_real -0.0022, logits_fake -0.0018,
Train Epoch: [2/5] Iters:[16190/20018] gen_loss 0.2137, rec_loss 0.0268, lpips_loss 0.1763, g_loss 0.0020, disc_weight 0.4000, disc_adaptive_weight 5.1789, d_loss 0.4004, logits_real -0.0025, logits_fake -0.0019,
Train Epoch: [2/5] Iters:[16200/20018] gen_loss 0.2118, rec_loss 0.0263, lpips_loss 0.1744, g_loss 0.0022, disc_weight 0.4000, disc_adaptive_weight 4.9930, d_loss 0.4003, logits_real -0.0027, logits_fake -0.0022,
Train Epoch: [2/5] Iters:[16210/20018] gen_loss 0.2129, rec_loss 0.0264, lpips_loss 0.1752, g_loss 0.0023, disc_weight 0.4000, disc_adaptive_weight 4.8199, d_loss 0.4003, logits_real -0.0029, logits_fake -0.0026,
Train Epoch: [2/5] Iters:[16220/20018] gen_loss 0.2140, rec_loss 0.0266, lpips_loss 0.1757, g_loss 0.0023, disc_weight 0.4000, disc_adaptive_weight 4.8280, d_loss 0.4003, logits_real -0.0030, logits_fake -0.0025,
Train Epoch: [2/5] Iters:[16230/20018] gen_loss 0.2110, rec_loss 0.0260, lpips_loss 0.1744, g_loss 0.0022, disc_weight 0.4000, disc_adaptive_weight 4.5812, d_loss 0.4004, logits_real -0.0030, logits_fake -0.0024,
Train Epoch: [2/5] Iters:[16240/20018] gen_loss 0.2114, rec_loss 0.0259, lpips_loss 0.1746, g_loss 0.0024, disc_weight 0.4000, disc_adaptive_weight 4.4800, d_loss 0.4004, logits_real -0.0031, logits_fake -0.0025,
Train Epoch: [2/5] Iters:[16250/20018] gen_loss 0.2104, rec_loss 0.0257, lpips_loss 0.1733, g_loss 0.0026, disc_weight 0.4000, disc_adaptive_weight 4.3431, d_loss 0.4004, logits_real -0.0033, logits_fake -0.0025,
Train Epoch: [2/5] Iters:[16260/20018] gen_loss 0.2092, rec_loss 0.0255, lpips_loss 0.1717, g_loss 0.0027, disc_weight 0.4000, disc_adaptive_weight 4.4204, d_loss 0.4004, logits_real -0.0032, logits_fake -0.0024,
Train Epoch: [2/5] Iters:[16270/20018] gen_loss 0.2089, rec_loss 0.0259, lpips_loss 0.1718, g_loss 0.0025, disc_weight 0.4000, disc_adaptive_weight 4.5710, d_loss 0.4004, logits_real -0.0031, logits_fake -0.0024,
Train Epoch: [2/5] Iters:[16280/20018] gen_loss 0.2107, rec_loss 0.0263, lpips_loss 0.1729, g_loss 0.0025, disc_weight 0.4000, disc_adaptive_weight 4.7197, d_loss 0.4003, logits_real -0.0029, logits_fake -0.0025,
Train Epoch: [2/5] Iters:[16290/20018] gen_loss 0.2110, rec_loss 0.0271, lpips_loss 0.1732, g_loss 0.0022, disc_weight 0.4000, disc_adaptive_weight 4.7735, d_loss 0.4003, logits_real -0.0026, logits_fake -0.0022,
Train Epoch: [2/5] Iters:[16300/20018] gen_loss 0.2122, rec_loss 0.0271, lpips_loss 0.1746, g_loss 0.0022, disc_weight 0.4000, disc_adaptive_weight 4.7852, d_loss 0.4003, logits_real -0.0025, logits_fake -0.0022,
Train Epoch: [2/5] Iters:[16310/20018] gen_loss 0.2135, rec_loss 0.0270, lpips_loss 0.1749, g_loss 0.0024, disc_weight 0.4000, disc_adaptive_weight 4.8006, d_loss 0.4003, logits_real -0.0027, logits_fake -0.0024,
Train Epoch: [2/5] Iters:[16320/20018] gen_loss 0.2145, rec_loss 0.0266, lpips_loss 0.1751, g_loss 0.0027, disc_weight 0.4000, disc_adaptive_weight 4.6344, d_loss 0.4003, logits_real -0.0028, logits_fake -0.0026,
Train Epoch: [2/5] Iters:[16330/20018] gen_loss 0.2153, rec_loss 0.0265, lpips_loss 0.1748, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 4.7009, d_loss 0.4003, logits_real -0.0030, logits_fake -0.0027,
Train Epoch: [2/5] Iters:[16340/20018] gen_loss 0.2158, rec_loss 0.0260, lpips_loss 0.1755, g_loss 0.0030, disc_weight 0.4000, disc_adaptive_weight 4.7532, d_loss 0.4003, logits_real -0.0031, logits_fake -0.0028,
Train Epoch: [2/5] Iters:[16350/20018] gen_loss 0.2156, rec_loss 0.0258, lpips_loss 0.1757, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 4.7829, d_loss 0.4003, logits_real -0.0032, logits_fake -0.0028,
Train Epoch: [2/5] Iters:[16360/20018] gen_loss 0.2150, rec_loss 0.0258, lpips_loss 0.1766, g_loss 0.0027, disc_weight 0.4000, disc_adaptive_weight 4.6151, d_loss 0.4003, logits_real -0.0028, logits_fake -0.0027,
Train Epoch: [2/5] Iters:[16370/20018] gen_loss 0.2148, rec_loss 0.0256, lpips_loss 0.1764, g_loss 0.0027, disc_weight 0.4000, disc_adaptive_weight 4.6983, d_loss 0.4003, logits_real -0.0029, logits_fake -0.0027,
Train Epoch: [2/5] Iters:[16380/20018] gen_loss 0.2149, rec_loss 0.0254, lpips_loss 0.1764, g_loss 0.0028, disc_weight 0.4000, disc_adaptive_weight 4.7294, d_loss 0.4003, logits_real -0.0029, logits_fake -0.0028,
Train Epoch: [2/5] Iters:[16390/20018] gen_loss 0.2161, rec_loss 0.0256, lpips_loss 0.1764, g_loss 0.0031, disc_weight 0.4000, disc_adaptive_weight 4.6313, d_loss 0.4003, logits_real -0.0032, logits_fake -0.0031,
Train Epoch: [2/5] Iters:[16400/20018] gen_loss 0.2168, rec_loss 0.0257, lpips_loss 0.1753, g_loss 0.0035, disc_weight 0.4000, disc_adaptive_weight 4.6453, d_loss 0.4002, logits_real -0.0033, logits_fake -0.0034,
Train Epoch: [2/5] Iters:[16410/20018] gen_loss 0.2180, rec_loss 0.0259, lpips_loss 0.1744, g_loss 0.0037, disc_weight 0.4000, disc_adaptive_weight 4.8813, d_loss 0.4003, logits_real -0.0039, logits_fake -0.0036,
Train Epoch: [2/5] Iters:[16420/20018] gen_loss 0.2183, rec_loss 0.0261, lpips_loss 0.1739, g_loss 0.0039, disc_weight 0.4000, disc_adaptive_weight 4.7959, d_loss 0.4003, logits_real -0.0040, logits_fake -0.0035,
Train Epoch: [2/5] Iters:[16430/20018] gen_loss 0.2180, rec_loss 0.0264, lpips_loss 0.1739, g_loss 0.0037, disc_weight 0.4000, disc_adaptive_weight 4.8560, d_loss 0.4004, logits_real -0.0040, logits_fake -0.0034,
Train Epoch: [2/5] Iters:[16440/20018] gen_loss 0.2166, rec_loss 0.0260, lpips_loss 0.1745, g_loss 0.0032, disc_weight 0.4000, disc_adaptive_weight 5.0851, d_loss 0.4004, logits_real -0.0036, logits_fake -0.0029,
Train Epoch: [2/5] Iters:[16450/20018] gen_loss 0.2149, rec_loss 0.0263, lpips_loss 0.1746, g_loss 0.0027, disc_weight 0.4000, disc_adaptive_weight 5.1708, d_loss 0.4004, logits_real -0.0033, logits_fake -0.0025,
Train Epoch: [2/5] Iters:[16460/20018] gen_loss 0.2142, rec_loss 0.0267, lpips_loss 0.1753, g_loss 0.0023, disc_weight 0.4000, disc_adaptive_weight 5.2386, d_loss 0.4004, logits_real -0.0029, logits_fake -0.0022,
Train Epoch: [2/5] Iters:[16470/20018] gen_loss 0.2122, rec_loss 0.0267, lpips_loss 0.1757, g_loss 0.0018, disc_weight 0.4000, disc_adaptive_weight 5.2131, d_loss 0.4003, logits_real -0.0024, logits_fake -0.0019,
Train Epoch: [2/5] Iters:[16480/20018] gen_loss 0.2112, rec_loss 0.0270, lpips_loss 0.1764, g_loss 0.0015, disc_weight 0.4000, disc_adaptive_weight 5.1013, d_loss 0.4003, logits_real -0.0020, logits_fake -0.0015,
Train Epoch: [2/5] Iters:[16490/20018] gen_loss 0.2104, rec_loss 0.0275, lpips_loss 0.1757, g_loss 0.0014, disc_weight 0.4000, disc_adaptive_weight 5.1562, d_loss 0.4004, logits_real -0.0018, logits_fake -0.0013,
Train Epoch: [2/5] Iters:[16500/20018] gen_loss 0.2094, rec_loss 0.0271, lpips_loss 0.1769, g_loss 0.0010, disc_weight 0.4000, disc_adaptive_weight 5.1836, d_loss 0.4003, logits_real -0.0014, logits_fake -0.0010,
Train Epoch: [2/5] Iters:[16510/20018] gen_loss 0.2072, rec_loss 0.0265, lpips_loss 0.1764, g_loss 0.0008, disc_weight 0.4000, disc_adaptive_weight 5.0971, d_loss 0.4003, logits_real -0.0011, logits_fake -0.0008,
Train Epoch: [2/5] Iters:[16520/20018] gen_loss 0.2071, rec_loss 0.0263, lpips_loss 0.1763, g_loss 0.0009, disc_weight 0.4000, disc_adaptive_weight 5.0774, d_loss 0.4003, logits_real -0.0010, logits_fake -0.0006,
Train Epoch: [2/5] Iters:[16530/20018] gen_loss 0.2051, rec_loss 0.0259, lpips_loss 0.1754, g_loss 0.0008, disc_weight 0.4000, disc_adaptive_weight 4.8662, d_loss 0.4003, logits_real -0.0011, logits_fake -0.0007,
Train Epoch: [2/5] Iters:[16540/20018] gen_loss 0.2037, rec_loss 0.0255, lpips_loss 0.1745, g_loss 0.0008, disc_weight 0.4000, disc_adaptive_weight 4.5983, d_loss 0.4003, logits_real -0.0011, logits_fake -0.0009,
Train Epoch: [2/5] Iters:[16550/20018] gen_loss 0.2064, rec_loss 0.0261, lpips_loss 0.1746, g_loss 0.0012, disc_weight 0.4000, disc_adaptive_weight 4.5600, d_loss 0.4003, logits_real -0.0015, logits_fake -0.0012,
Train Epoch: [2/5] Iters:[16560/20018] gen_loss 0.2083, rec_loss 0.0265, lpips_loss 0.1756, g_loss 0.0013, disc_weight 0.4000, disc_adaptive_weight 4.5156, d_loss 0.4003, logits_real -0.0017, logits_fake -0.0014,
Train Epoch: [2/5] Iters:[16570/20018] gen_loss 0.2094, rec_loss 0.0270, lpips_loss 0.1771, g_loss 0.0011, disc_weight 0.4000, disc_adaptive_weight 4.4582, d_loss 0.4003, logits_real -0.0016, logits_fake -0.0014,
Train Epoch: [2/5] Iters:[16580/20018] gen_loss 0.2111, rec_loss 0.0273, lpips_loss 0.1783, g_loss 0.0012, disc_weight 0.4000, disc_adaptive_weight 4.5273, d_loss 0.4003, logits_real -0.0016, logits_fake -0.0013,
Train Epoch: [2/5] Iters:[16590/20018] gen_loss 0.2125, rec_loss 0.0271, lpips_loss 0.1788, g_loss 0.0013, disc_weight 0.4000, disc_adaptive_weight 4.7556, d_loss 0.4003, logits_real -0.0016, logits_fake -0.0013,
Train Epoch: [2/5] Iters:[16600/20018] gen_loss 0.2107, rec_loss 0.0269, lpips_loss 0.1781, g_loss 0.0012, disc_weight 0.4000, disc_adaptive_weight 4.7021, d_loss 0.4003, logits_real -0.0015, logits_fake -0.0013,
Train Epoch: [2/5] Iters:[16610/20018] gen_loss 0.2101, rec_loss 0.0265, lpips_loss 0.1775, g_loss 0.0013, disc_weight 0.4000, disc_adaptive_weight 4.5798, d_loss 0.4003, logits_real -0.0017, logits_fake -0.0015,
Train Epoch: [2/5] Iters:[16620/20018] gen_loss 0.2109, rec_loss 0.0257, lpips_loss 0.1760, g_loss 0.0020, disc_weight 0.4000, disc_adaptive_weight 4.6291, d_loss 0.4003, logits_real -0.0024, logits_fake -0.0020,
Train Epoch: [2/5] Iters:[16630/20018] gen_loss 0.2119, rec_loss 0.0254, lpips_loss 0.1746, g_loss 0.0026, disc_weight 0.4000, disc_adaptive_weight 4.6891, d_loss 0.4003, logits_real -0.0030, logits_fake -0.0026,
Train Epoch: [2/5] Iters:[16640/20018] gen_loss 0.2137, rec_loss 0.0256, lpips_loss 0.1752, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 4.5871, d_loss 0.4003, logits_real -0.0033, logits_fake -0.0030,
Train Epoch: [2/5] Iters:[16650/20018] gen_loss 0.2146, rec_loss 0.0256, lpips_loss 0.1753, g_loss 0.0030, disc_weight 0.4000, disc_adaptive_weight 4.6353, d_loss 0.4003, logits_real -0.0035, logits_fake -0.0031,
Train Epoch: [2/5] Iters:[16660/20018] gen_loss 0.2137, rec_loss 0.0255, lpips_loss 0.1749, g_loss 0.0028, disc_weight 0.4000, disc_adaptive_weight 4.7449, d_loss 0.4003, logits_real -0.0032, logits_fake -0.0029,
Train Epoch: [2/5] Iters:[16670/20018] gen_loss 0.2118, rec_loss 0.0259, lpips_loss 0.1750, g_loss 0.0022, disc_weight 0.4000, disc_adaptive_weight 4.8411, d_loss 0.4003, logits_real -0.0025, logits_fake -0.0025,
Train Epoch: [2/5] Iters:[16680/20018] gen_loss 0.2112, rec_loss 0.0267, lpips_loss 0.1763, g_loss 0.0016, disc_weight 0.4000, disc_adaptive_weight 4.8062, d_loss 0.4003, logits_real -0.0019, logits_fake -0.0019,
Train Epoch: [2/5] Iters:[16690/20018] gen_loss 0.2103, rec_loss 0.0269, lpips_loss 0.1759, g_loss 0.0014, disc_weight 0.4000, disc_adaptive_weight 4.9283, d_loss 0.4003, logits_real -0.0016, logits_fake -0.0016,
Train Epoch: [2/5] Iters:[16700/20018] gen_loss 0.2104, rec_loss 0.0270, lpips_loss 0.1764, g_loss 0.0014, disc_weight 0.4000, disc_adaptive_weight 4.8120, d_loss 0.4002, logits_real -0.0015, logits_fake -0.0015,
Train Epoch: [2/5] Iters:[16710/20018] gen_loss 0.2112, rec_loss 0.0273, lpips_loss 0.1764, g_loss 0.0014, disc_weight 0.4000, disc_adaptive_weight 4.9024, d_loss 0.4003, logits_real -0.0017, logits_fake -0.0016,
Train Epoch: [2/5] Iters:[16720/20018] gen_loss 0.2127, rec_loss 0.0273, lpips_loss 0.1766, g_loss 0.0019, disc_weight 0.4000, disc_adaptive_weight 4.7305, d_loss 0.4003, logits_real -0.0021, logits_fake -0.0018,
Train Epoch: [2/5] Iters:[16730/20018] gen_loss 0.2145, rec_loss 0.0266, lpips_loss 0.1762, g_loss 0.0024, disc_weight 0.4000, disc_adaptive_weight 4.8448, d_loss 0.4003, logits_real -0.0028, logits_fake -0.0024,
Train Epoch: [2/5] Iters:[16740/20018] gen_loss 0.2153, rec_loss 0.0264, lpips_loss 0.1758, g_loss 0.0026, disc_weight 0.4000, disc_adaptive_weight 4.9053, d_loss 0.4004, logits_real -0.0031, logits_fake -0.0026,
Train Epoch: [2/5] Iters:[16750/20018] gen_loss 0.2162, rec_loss 0.0258, lpips_loss 0.1749, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 5.1884, d_loss 0.4004, logits_real -0.0035, logits_fake -0.0029,
Train Epoch: [2/5] Iters:[16760/20018] gen_loss 0.2165, rec_loss 0.0257, lpips_loss 0.1744, g_loss 0.0031, disc_weight 0.4000, disc_adaptive_weight 5.1427, d_loss 0.4004, logits_real -0.0037, logits_fake -0.0031,
Train Epoch: [2/5] Iters:[16770/20018] gen_loss 0.2155, rec_loss 0.0256, lpips_loss 0.1738, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 5.3871, d_loss 0.4004, logits_real -0.0037, logits_fake -0.0030,
Train Epoch: [2/5] Iters:[16780/20018] gen_loss 0.2125, rec_loss 0.0252, lpips_loss 0.1728, g_loss 0.0026, disc_weight 0.4000, disc_adaptive_weight 5.3682, d_loss 0.4004, logits_real -0.0032, logits_fake -0.0027,
Train Epoch: [2/5] Iters:[16790/20018] gen_loss 0.2113, rec_loss 0.0255, lpips_loss 0.1728, g_loss 0.0024, disc_weight 0.4000, disc_adaptive_weight 5.2541, d_loss 0.4003, logits_real -0.0031, logits_fake -0.0026,
